time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-18T13:46:57.650Z,-31.8216,-72.1261,17,5.9,mww,,44,1.141,1,us,us2000apwd,2022-05-03T18:37:00.352Z,"93 km WSW of Illapel, Chile",earthquake,5.7,1.8,0.066,22,reviewed,us,us
2017-09-15T18:48:02.550Z,-55.4436,-28.3619,9,5.5,mww,,32,4.836,0.99,us,us2000anjp,2022-05-03T18:36:36.286Z,"South Sandwich Islands region",earthquake,8.1,1.3,0.075,17,reviewed,us,us
2017-09-04T21:55:19.000Z,-19.2621,-70.0097,61.06,5.2,mww,,53,0.711,1,us,us2000afnk,2017-12-07T20:00:11.040Z,"92 km SSE of Arica, Chile",earthquake,5.1,2.1,0.071,19,reviewed,us,us
2017-08-28T07:20:56.210Z,-13.5206,-70.2165,12.23,4.8,mb,,63,3.175,1.18,us,us2000aceq,2020-07-10T16:51:16.530Z,"49 km SSE of Mazuko, Peru",earthquake,6.6,3.3,0.039,200,reviewed,us,us
2017-08-15T19:03:21.910Z,-30.0161,-72.1624,10.21,5.1,mww,,71,0.807,0.91,us,us2000a8iw,2022-05-03T18:35:28.567Z,"79 km W of Coquimbo, Chile",earthquake,3.9,1.4,0.073,18,reviewed,us,us
2017-08-13T16:51:24.050Z,-10.7214,-74.5662,32,5.8,mww,,73,2.562,0.98,us,us2000a7ta,2022-05-03T18:35:22.746Z,"41 km ENE of Santa Rosa, Peru",earthquake,2,1.8,0.063,24,reviewed,us,us
2017-08-12T12:54:13.590Z,-30.2412,-72.1598,9,5.8,mww,,87,0.86,1.03,us,us2000a7kk,2022-05-03T18:35:20.415Z,"85 km WSW of Coquimbo, Chile",earthquake,4.7,1.7,0.052,35,reviewed,us,us
2017-08-11T21:45:09.400Z,-16.2986,-73.4744,41,5.6,mww,,59,3.632,0.71,us,us2000a7gq,2022-05-03T18:35:19.264Z,"18 km ESE of Atico, Peru",earthquake,7.2,1.8,0.065,23,reviewed,us,us
2017-08-02T07:15:13.700Z,-33.2117,-70.6255,92,5.4,mww,,23,0.079,1.04,us,us2000a3js,2021-10-20T18:21:35.164Z,"8 km NNE of Chicureo Abajo, Chile",earthquake,4.1,1.7,0.068,21,reviewed,us,us
2017-08-01T06:13:56.430Z,-28.545,-68.8943,110,5.6,mww,,24,1.246,1.14,us,us2000a34a,2022-05-03T18:34:36.397Z,"71 km WNW of Vinchina, Argentina",earthquake,6.2,1.8,0.059,28,reviewed,us,us
2017-07-18T02:05:19.750Z,-16.4161,-73.6357,43.68,6.4,mww,,49,3.697,0.7,us,us20009x7r,2022-05-03T18:35:00.562Z,"22 km S of Atico, Peru",earthquake,7.2,3.8,0.066,22,reviewed,us,us
2017-07-12T09:08:17.520Z,-35.3911,-73.265,10,5.6,mww,,91,1.355,0.71,us,us1000991f,2022-05-03T18:33:26.117Z,"77 km W of Constitución, Chile",earthquake,6.2,1.8,0.068,21,reviewed,us,us
2017-07-11T12:09:15.560Z,0.7164,-79.7006,17,5.4,mww,,25,1.337,1,us,us100098s3,2022-05-03T18:33:24.701Z,"27 km S of Esmeraldas, Ecuador",earthquake,5.6,1.7,0.066,22,reviewed,us,us
2017-07-09T05:57:01.990Z,-56.0701,-27.5426,60.89,5.5,mww,,44,5.43,0.86,us,us100098bt,2022-05-03T18:59:54.084Z,"South Sandwich Islands region",earthquake,9.2,3.9,0.069,20,reviewed,us,us
2017-07-04T16:05:58.900Z,-35.5047,-73.3356,13,5.9,mww,,81,1.246,0.9,us,us100096p0,2022-05-03T18:33:03.705Z,"86 km WSW of Constitución, Chile",earthquake,5.8,1.3,0.052,35,reviewed,us,us
2017-06-30T22:29:45.140Z,-0.2849,-80.4927,13,6,mww,,27,1.953,0.84,us,us100095nr,2022-05-03T18:32:30.829Z,"35 km NNW of Bahía de Caráquez, Ecuador",earthquake,5.5,1.7,0.048,42,reviewed,us,us
2017-06-24T16:09:14.320Z,-15.4141,-73.3855,97,5.7,mww,,59,4.139,1.36,us,us20009ph9,2022-05-03T18:32:08.647Z,"14 km NE of Cahuacho, Peru",earthquake,7.8,1.9,0.06,27,reviewed,us,us
2017-06-17T13:47:39.370Z,11.3018,-86.6553,40,5.5,mww,,61,0.978,1.29,us,us20009n9r,2022-05-03T15:27:30.481Z,"near the coast of Nicaragua",earthquake,5.9,1.9,0.04,60,reviewed,us,us
2017-06-12T02:43:26.840Z,-31.5003,-71.76,27,5.7,mww,,47,0.714,0.91,us,us20009lwp,2022-05-03T18:59:44.809Z,"57 km WNW of Illapel, Chile",earthquake,1.6,1.8,0.052,35,reviewed,us,us
2017-06-06T17:35:07.980Z,-22.9376,-68.5964,93.13,5.3,mww,,40,0.385,1.26,us,us20009kzf,2017-08-16T02:42:18.040Z,"40 km W of San Pedro de Atacama, Chile",earthquake,5.7,3.4,0.065,23,reviewed,us,us
2017-06-05T11:34:11.290Z,-4.072,-80.3583,49,5.6,mww,,25,0.596,1.05,us,us20009kr6,2022-05-03T18:31:20.458Z,"Peru-Ecuador border region",earthquake,7.3,1.9,0.045,47,reviewed,us,us
2017-05-29T14:57:53.860Z,-37.3446,-71.6896,81.14,5.9,mww,,50,1.34,0.83,us,us10008w2b,2022-05-03T18:30:57.516Z,"60 km ENE of Los Ángeles, Chile",earthquake,6.5,3.5,0.043,52,reviewed,us,us
2017-05-16T17:09:05.960Z,-14.5332,-73.4098,10,5.4,mww,,69,4.191,0.9,us,us10008ssf,2022-05-03T18:29:47.784Z,"25 km WSW of Cotaruse, Peru",earthquake,7,1.8,0.078,16,reviewed,us,us
2017-05-14T19:44:25.160Z,-20.8287,-68.711,116,5.7,mww,,27,0.756,1.35,us,us10008sfd,2022-05-03T18:59:21.592Z,"164 km ESE of Iquique, Chile",earthquake,5.7,1.9,0.061,26,reviewed,us,us
2017-05-12T10:41:26.710Z,12.9187,-90.0611,16,6.2,mww,,22,1.111,1.03,us,us10008rtu,2022-05-03T18:59:20.278Z,"78 km SSW of Acajutla, El Salvador",earthquake,5.4,1.6,0.031,100,reviewed,us,us
2017-04-28T16:05:57.030Z,-33.1297,-71.7998,27,5.8,mww,,59,0.173,1.03,us,us10008lm3,2022-05-03T18:29:39.309Z,"18 km WSW of Valparaíso, Chile",earthquake,1.6,1.8,0.055,32,reviewed,us,us
2017-04-28T15:30:06.310Z,-33.219,-71.9694,22,5.9,mww,,67,0.34,1.2,us,us10008llg,2022-05-03T18:58:40.015Z,"37 km WSW of Valparaíso, Chile",earthquake,4.7,1.8,0.062,25,reviewed,us,us
2017-04-24T21:38:30.820Z,-33.0375,-72.0617,28,6.9,mww,,39,0.356,0.73,us,us10008kce,2022-05-08T16:35:20.138Z,"40 km W of Valparaíso, Chile",earthquake,4.9,1.8,,,reviewed,us,us
2017-04-23T19:40:10.740Z,-33.0147,-72.1154,20,5.6,mww,,61,0.401,1.28,us,us10008k2i,2022-05-03T18:58:33.555Z,"45 km W of Valparaíso, Chile",earthquake,3.7,1.5,0.059,28,reviewed,us,us
2017-04-23T02:36:07.830Z,-33.0354,-72.0296,21,6,mww,,40,0.329,0.92,us,us10008jvr,2022-05-03T18:16:37.773Z,"37 km W of Valparaíso, Chile",earthquake,3.7,1.7,0.05,39,reviewed,us,us
2017-04-18T17:49:55.790Z,-2.7118,-75.3035,14,5.9,mww,,16,3.682,1.2,us,us10008iq5,2022-05-03T18:16:11.821Z,"151 km NE of Alianza Cristiana, Peru",earthquake,6.1,1.7,0.041,56,reviewed,us,us
2017-04-15T08:19:43.390Z,-23.2653,-67.7225,155,6.3,mww,,24,1.273,1.14,us,us10008hu2,2022-05-03T18:58:06.274Z,"62 km SE of San Pedro de Atacama, Chile",earthquake,6.5,1.9,0.035,78,reviewed,us,us
2017-04-12T20:09:49.000Z,-30.102,-71.964,28.1,4.3,mwr,,,,1.5,us,us10008h1w,2017-07-05T18:09:57.040Z,"62 km WSW of Coquimbo, Chile",earthquake,4.9,3.1,0.041,57,reviewed,guc,us
2017-04-12T11:28:02.910Z,7.1971,-72.8957,165.79,4.8,mb,,28,1.308,0.66,us,us10008gwg,2017-07-05T18:09:57.040Z,"7 km E of Tona, Colombia",earthquake,3.6,8,0.026,451,reviewed,us,us
2017-04-04T13:53:18.980Z,-55.6164,-30.0013,19.22,5.6,mww,,33,3.971,0.54,us,us10008eak,2017-06-23T07:26:30.040Z,"South Sandwich Islands region",earthquake,10.2,3.1,0.103,9,reviewed,us,us
2017-03-10T13:46:40.400Z,11.9771,-69.5658,15,5.2,mww,,24,0.628,1.08,us,us1000885n,2022-05-03T18:12:25.548Z,"64 km N of Coro, Venezuela",earthquake,5.5,1.7,0.08,15,reviewed,us,us
2017-02-28T17:35:40.370Z,-44.793,-80.8972,10,5.6,mww,,150,5.484,0.8,us,us100085qu,2022-05-03T18:11:43.657Z,"Off the coast of Aisen, Chile",earthquake,8.8,1.9,0.061,26,reviewed,us,us
2017-02-21T14:09:04.320Z,-19.2814,-63.9047,595.98,6.5,mww,,14,4.242,0.9,us,us20008l41,2022-05-03T18:11:32.933Z,"41 km E of Padilla, Bolivia",earthquake,9.6,3,0.04,59,reviewed,us,us
2017-02-18T12:10:17.970Z,-23.8613,-66.6592,222,6.4,mww,,28,2.415,1.23,us,us20008kn8,2022-05-03T18:11:57.843Z,"52 km NW of San Antonio de los Cobres, Argentina",earthquake,6.9,1.8,0.04,60,reviewed,us,us
2017-02-06T13:02:45.140Z,3.4493,-74.6715,37.95,5.5,mww,,47,1.429,1.04,us,us20008hx7,2022-05-03T18:10:51.164Z,"16 km ENE of Colombia, Colombia",earthquake,6.3,3.3,0.044,49,reviewed,us,us
2017-01-31T14:22:38.700Z,0.702,-79.6769,10,5.5,mww,,62,1.31,0.78,us,us10007wew,2022-05-03T18:10:13.603Z,"28 km S of Esmeraldas, Ecuador",earthquake,6,1.8,,,reviewed,us,us
2017-01-12T16:06:32.150Z,6.0601,-77.9396,5.96,5.2,mww,,37,3.614,0.79,us,us10007svx,2017-04-01T00:26:10.040Z,"62 km WSW of Bahía Solano, Colombia",earthquake,6.4,2.9,0.054,33,reviewed,us,us
2017-01-11T21:58:18.410Z,-22.821,-69.8033,72,5.8,mww,,90,0.242,1.08,us,us10007sn1,2022-05-03T18:57:12.898Z,"90 km SSE of Tocopilla, Chile",earthquake,4.8,1.6,0.054,33,reviewed,us,us
2017-01-06T06:30:35.500Z,-22.3176,-67.795,172,5.8,mww,,22,0.724,1.63,us,us10007rkj,2022-05-03T18:56:48.638Z,"77 km NNE of San Pedro de Atacama, Chile",earthquake,6.1,1.8,0.039,63,reviewed,us,us
2017-01-03T21:19:07.540Z,-43.3527,-74.5017,10.26,5.5,mww,,96,0.656,0.91,us,us10007piy,2022-05-03T18:16:52.674Z,"76 km WSW of Quellón, Chile",earthquake,4.1,1.7,0.071,19,reviewed,us,us
2017-01-03T12:43:45.700Z,-3.3533,-43.966,10,4.5,mb,,90,8.405,1.25,us,us10007pg7,2021-09-14T04:46:57.015Z,"Maranhao, Brazil",earthquake,9.9,1.8,0.088,38,reviewed,us,us
2017-01-02T13:13:48.710Z,-4.895,-76.3675,106,5.9,mww,,31,3.002,0.82,us,us10007p7n,2022-05-03T18:56:43.725Z,"34 km ESE of Barranca, Peru",earthquake,7.1,1.9,,,reviewed,us,us
2016-12-25T14:32:13.310Z,-43.481,-74.4771,14.93,5.6,mb,,96,0.697,0.52,us,us10007mnb,2022-05-03T18:07:21.250Z,"80 km WSW of Quellón, Chile",earthquake,7.1,3.3,0.067,83,reviewed,us,us
2016-12-25T14:22:27.010Z,-43.4064,-73.9413,38,7.6,mww,,29,0.355,0.79,us,us10007mn3,2022-05-03T18:07:19.724Z,"41 km SW of Quellón, Chile",earthquake,5.4,1.9,,,reviewed,us,us
2016-12-19T07:11:39.570Z,0.8754,-79.7079,10,5.4,mwr,,24,1.474,0.95,us,us200082i5,2022-05-03T18:06:20.965Z,"11 km SSW of Esmeraldas, Ecuador",earthquake,5.9,1.5,0.073,18,reviewed,us,us
2016-12-18T13:30:10.680Z,-9.9738,-70.9698,612,6.4,mww,,11,2.812,0.74,us,us200082an,2022-05-03T18:06:18.382Z,"186 km NW of Iñapari, Peru",earthquake,9,1.9,,,reviewed,us,us
2016-12-06T21:42:20.760Z,11.0316,-60.9005,31.75,5.9,mww,,29,1.319,1.22,us,us10007ggp,2022-05-03T18:04:05.669Z,"24 km SW of Scarborough, Trinidad and Tobago",earthquake,6.2,3.2,,,reviewed,us,us
2016-12-01T22:40:26.610Z,-15.3122,-70.827,12,6.2,mww,,43,2.455,1.11,us,us10007e55,2022-05-03T18:03:30.429Z,"22 km SW of Vilavila, Peru",earthquake,6.2,1.7,,,reviewed,us,us
2016-12-01T00:25:21.380Z,9.9485,-83.8069,1.32,5.3,mww,,27,0.189,0.85,us,us10007dxa,2022-05-03T18:03:32.904Z,"9 km NE of Cot, Costa Rica",earthquake,5.3,3.5,,,reviewed,us,us
2016-11-24T18:43:47.710Z,11.9097,-88.8968,10,6.9,mww,,20,1.796,1.02,us,us10007c4w,2022-05-03T19:49:51.611Z,"156 km SSW of Puerto El Triunfo, El Salvador",earthquake,5.6,1.6,,,reviewed,us,us
2016-11-20T20:57:44.000Z,-31.6226,-68.6259,108,6.4,mww,,59,0.091,0.98,us,us10007az5,2022-05-03T19:49:14.623Z,"7 km NNW of Pocito, Argentina",earthquake,5,1.8,,,reviewed,us,us
2016-11-13T14:01:01.680Z,-28.8647,-67.4565,109.12,5.7,mwr,,27,2.471,0.63,us,us100077ap,2022-05-03T19:47:41.268Z,"33 km N of Chilecito, Argentina",earthquake,6.8,2.6,0.071,19,reviewed,us,us
2016-11-13T01:01:51.370Z,-28.1225,-67.3071,118.77,5.3,mww,,25,2.065,0.66,us,us1000776j,2017-02-09T03:02:20.040Z,"26 km ESE of Tinogasta, Argentina",earthquake,6.5,2.9,,,reviewed,us,us
2016-11-12T20:08:46.840Z,6.1142,-82.5906,10,5.6,mwb,,50,2.459,1.05,us,us1000775e,2022-05-03T19:47:27.610Z,"214 km S of Punta de Burica, Panama",earthquake,6.9,1.8,0.043,52,reviewed,us,us
2016-11-08T04:55:45.900Z,-36.5776,-73.5603,20,6,mww,,54,0.342,0.82,us,us10007681,2022-05-03T19:46:46.393Z,"42 km WNW of Talcahuano, Chile",earthquake,4.1,1.8,,,reviewed,us,us
2016-11-04T16:20:44.440Z,-35.0945,-71.0457,90,6.3,mww,,34,0.371,1.06,us,us1000744u,2022-05-03T19:46:34.554Z,"21 km SE of Curicó, Chile",earthquake,6.1,1.8,,,reviewed,us,us
2016-10-31T00:20:11.640Z,3.4466,-74.4951,33,5.6,mww,,35,1.399,0.98,us,us1000735j,2022-05-03T18:56:14.765Z,"34 km ENE of Colombia, Colombia",earthquake,1.3,1.7,,,reviewed,us,us
2016-10-28T03:47:32.920Z,-11.8527,-77.1503,67.37,4.8,mb,,152,0.33,0.62,us,us100072jh,2020-07-10T15:11:25.561Z,"13 km WNW of Urb. Santo Domingo, Peru",earthquake,9.4,6.7,0.071,61,reviewed,us,us
2016-10-27T20:32:55.790Z,-33.7771,-72.5321,12.57,6,mww,,78,0.774,1.05,us,us100072gn,2022-05-03T18:55:52.592Z,"88 km WSW of San Antonio, Chile",earthquake,4.2,2.7,,,reviewed,us,us
2016-10-05T20:53:39.660Z,7.1427,-34.3336,10,5.5,mwb,,48,12.979,0.98,us,us20007c73,2022-05-03T18:01:21.741Z,"central Mid-Atlantic Ridge",earthquake,10.5,1.8,0.036,75,reviewed,us,us
2016-09-28T16:48:55.610Z,12.4417,-86.5146,7.56,5.5,mww,,90,0.188,0.79,us,us10006tk4,2022-05-03T18:00:41.314Z,"20 km NNE of Nagarote, Nicaragua",earthquake,5.9,2.5,,,reviewed,us,us
2016-09-15T05:57:24.330Z,12.44,-86.6423,10,5.7,mww,,43,0.081,0.63,us,us10006ppy,2022-05-03T17:59:17.708Z,"11 km NNE of La Paz Centro, Nicaragua",earthquake,5,1.8,,,reviewed,us,us
2016-09-14T01:58:31.570Z,7.3736,-76.1686,18,6,mww,,32,3.112,1.18,us,us10006pdp,2022-05-03T17:59:10.554Z,"32 km ENE of Mutatá, Colombia",earthquake,6.6,1.8,,,reviewed,us,us
2016-09-10T10:08:20.020Z,-5.573,-76.9536,121,6.1,mww,,35,2.111,0.85,us,us10006nkg,2022-05-03T17:58:38.696Z,"51 km N of Moyobamba, Peru",earthquake,5.8,1.8,,,reviewed,us,us
2016-09-09T00:03:44.950Z,-31.3775,-65.8254,157.56,5.6,mww,,12,2.448,0.89,us,us10006n81,2022-05-03T18:01:01.252Z,"70 km W of Salsacate, Argentina",earthquake,6.6,4.1,,,reviewed,us,us
2016-09-02T01:57:50.600Z,-55.3295,-30.9179,8,5.5,mwb,,25,3.389,0.92,us,us10006jj6,2022-05-03T18:54:46.600Z,"South Sandwich Islands region",earthquake,8.9,1.7,0.062,25,reviewed,us,us
2016-08-30T15:46:02.260Z,-55.3011,-30.3632,10,5.3,mwc,,28,3.689,0.57,us,us20006vdg,2016-11-29T01:28:46.040Z,"South Sandwich Islands region",earthquake,9.2,1.7,,,reviewed,us,gcmt
2016-08-30T08:09:09.290Z,-34.8956,-72.555,14.2,5.4,mww,,72,0.525,0.87,us,us20006v8s,2022-05-03T17:57:54.580Z,"50 km NNW of Constitución, Chile",earthquake,4.7,1.1,,,reviewed,us,us
2016-08-21T03:45:23.780Z,-55.3133,-31.7508,12,6.1,mww,,17,2.929,0.78,us,us10006fik,2022-05-03T18:54:22.957Z,"South Georgia Island region",earthquake,8.3,1.7,,,reviewed,us,us
2016-08-19T20:37:15.720Z,-55.201,-32.1126,6.79,5.5,mwb,,45,2.697,0.72,us,us10006f9k,2022-05-03T17:57:36.678Z,"South Georgia Island region",earthquake,7.6,3.1,0.062,25,reviewed,us,us
2016-08-19T17:33:40.300Z,-55.215,-32.0659,3.35,5.8,mww,,24,2.727,0.72,us,us10006f6x,2022-05-03T17:57:34.311Z,"South Georgia Island region",earthquake,8.7,3.2,,,reviewed,us,us
2016-08-19T07:36:01.650Z,-55.335,-30.7714,10,5.7,mb,,112,3.471,1.03,us,us10006gi2,2022-05-03T18:00:01.552Z,"South Sandwich Islands region",earthquake,8.3,1.8,0.13,21,reviewed,us,us
2016-08-19T07:32:22.710Z,-55.2852,-31.8766,10,7.4,mww,,18,2.852,0.79,us,us10006exl,2022-05-03T18:40:30.462Z,"South Georgia Island region",earthquake,8.4,1.7,,,reviewed,us,us
2016-08-15T02:59:00.840Z,-15.6542,-72.0092,20,5.5,mwb,,95,3.095,0.85,us,us10006du3,2022-05-03T17:57:27.230Z,"11 km SW of Tapay, Peru",earthquake,7.7,1.8,0.058,29,reviewed,us,us
2016-08-09T04:23:35.270Z,-0.1842,-78.32,9.13,4.4,mwr,,111,0.274,1,us,us10006c91,2020-07-10T15:05:14.410Z,"22 km NE of Sangolquí, Ecuador",earthquake,6.3,4.7,0.069,20,reviewed,us,us
2016-08-04T14:15:12.930Z,-22.3343,-66.0078,270,6.2,mww,,20,2.097,1.03,us,us10006a1d,2022-05-03T17:56:55.795Z,"49 km WSW of La Quiaca, Argentina",earthquake,7.5,1.9,,,reviewed,us,us
2016-07-31T11:33:20.650Z,-56.2564,-27.5372,99,5.9,mww,,21,5.485,0.79,us,us100068yv,2022-05-03T17:56:27.321Z,"South Sandwich Islands region",earthquake,8.7,1.8,,,reviewed,us,us
2016-07-27T06:43:48.580Z,-24.065,-67.7928,121,5.4,mww,,36,1.163,1.36,us,us20006i18,2016-11-10T22:17:40.709Z,"134 km SSE of San Pedro de Atacama, Chile",earthquake,8.5,1.8,,,reviewed,us,us
2016-07-27T01:25:12.940Z,-44.4113,-79.0594,10,5.9,mww,,53,4.117,1.32,us,us20006hzu,2022-05-03T17:56:08.628Z,"Off the coast of Aisen, Chile",earthquake,8.6,1.8,,,reviewed,us,us
2016-07-25T17:26:50.210Z,-26.1067,-70.5111,72,6.1,mww,,25,0.088,0.68,us,us20006hi2,2022-05-03T18:53:34.484Z,"54 km WNW of Diego de Almagro, Chile",earthquake,4.9,1.7,,,reviewed,us,us
2016-07-24T14:10:51.040Z,0.915,-28.9702,10,5.7,mwb,,27,9.631,0.62,us,us20006h9g,2022-05-03T17:55:54.654Z,"central Mid-Atlantic Ridge",earthquake,8.8,1.8,0.033,89,reviewed,us,us
2016-07-19T05:18:40.260Z,-30.2523,-71.9722,8.01,5.8,mww,,82,0.511,1.44,us,us20006fpn,2022-05-03T17:55:15.480Z,"69 km WSW of Coquimbo, Chile",earthquake,5.1,2.6,,,reviewed,us,us
2016-07-11T02:11:04.800Z,0.5812,-79.638,21,6.3,mww,,37,1.235,1.01,us,us100062hg,2022-05-03T17:54:05.104Z,"33 km NNW of Rosa Zarate, Ecuador",earthquake,4.4,1.5,,,reviewed,us,us
2016-07-11T02:01:09.950Z,0.5874,-79.6358,17,5.9,mww,,47,1.234,1.1,us,us100062hd,2022-05-03T17:54:03.504Z,"33 km NNW of Rosa Zarate, Ecuador",earthquake,6.1,1.6,,,reviewed,us,us
2016-07-08T04:28:43.320Z,-0.4071,-80.8075,7.1,5.5,mwb,,30,2.218,0.87,us,us100061tj,2022-05-03T17:53:40.822Z,"47 km WNW of Bahía de Caráquez, Ecuador",earthquake,5.1,2.7,0.06,27,reviewed,us,us
2016-06-24T21:29:19.020Z,-25.7705,-69.3417,118.96,5.5,mww,,43,0.645,1.13,us,us200066n4,2016-11-10T22:16:49.019Z,"96 km NE of Diego de Almagro, Chile",earthquake,5.1,3.4,,,reviewed,us,us
2016-06-22T17:41:54.750Z,-14.8288,-70.5865,192.59,4.9,mww,,102,2.776,0.6,us,us2000661a,2016-08-27T02:15:34.040Z,"6 km N of Ayaviri, Peru",earthquake,9.2,5.5,,,reviewed,us,us
2016-06-18T17:29:46.460Z,-24.1467,-67.1526,186,5.7,mww,,31,1.516,1.32,us,us2000659j,2022-05-03T17:50:33.585Z,"85 km W of San Antonio de los Cobres, Argentina",earthquake,6.7,1.6,,,reviewed,us,us
2016-06-10T03:25:22.920Z,12.8318,-86.9633,10,6.1,mww,,39,0.159,1.04,us,us200063cy,2022-05-03T18:52:54.874Z,"Nicaragua",earthquake,5.3,1.7,,,reviewed,us,us
2016-06-06T13:16:02.220Z,-30.0433,-71.4636,28.31,5.5,mww,,60,0.231,0.79,us,us200062bu,2022-05-03T17:49:47.550Z,"15 km SW of Coquimbo, Chile",earthquake,4.3,2.9,,,reviewed,us,us
2016-06-05T05:51:11.550Z,-29.3424,-71.8594,28,5.8,mww,,72,0.788,1,us,us20006257,2022-05-03T17:49:45.281Z,"84 km NW of Coquimbo, Chile",earthquake,4.2,1.7,,,reviewed,us,us
2016-05-28T09:46:59.780Z,-56.2409,-26.9353,78,7.2,mww,,24,5.803,0.89,us,us20005ysu,2022-05-03T17:49:28.587Z,"South Sandwich Islands region",earthquake,6.3,1.8,,,reviewed,us,us
2016-05-22T12:20:42.780Z,-22.3467,-64.2278,9.52,5.3,mww,,24,3.699,1.28,us,us10005j84,2022-05-03T18:52:37.447Z,"44 km NNE of Bermejo, Bolivia",earthquake,7,3,,,reviewed,us,us
2016-05-18T16:46:43.860Z,0.4947,-79.616,29.95,6.9,mww,,17,1.192,1.09,us,us10005i9n,2022-05-03T17:48:55.829Z,"24 km NW of Rosa Zarate, Ecuador",earthquake,6.6,3,,,reviewed,us,us
2016-05-18T07:57:02.650Z,0.4261,-79.7899,16,6.7,mww,,21,1.352,1.13,us,us10005i5t,2022-05-03T18:52:34.877Z,"32 km SE of Muisne, Ecuador",earthquake,6.5,1.7,,,reviewed,us,us
2016-04-24T08:37:59.850Z,-59.3074,-27.027,10,5.5,mww,,40,7.231,0.81,us,us20005ldk,2022-05-03T17:45:26.485Z,"South Sandwich Islands region",earthquake,8.7,1.6,,,reviewed,us,us
2016-04-23T01:24:33.900Z,0.6128,-80.2522,10,5.7,mww,,36,1.839,0.9,us,us20005l3v,2022-05-03T17:45:25.406Z,"26 km W of Muisne, Ecuador",earthquake,5.6,1.1,,,reviewed,us,us
2016-04-22T03:20:13.380Z,-0.2814,-80.5039,10.29,5.9,mww,,44,2.024,0.86,us,us20005kqp,2022-05-03T17:45:16.361Z,"36 km NNW of Bahía de Caráquez, Ecuador",earthquake,6.1,3,,,reviewed,us,us
2016-04-22T03:03:41.720Z,-0.2921,-80.5039,10,6,mww,,44,2.025,0.91,us,us20005kqh,2022-05-03T18:01:56.425Z,"34 km NNW of Bahía de Caráquez, Ecuador",earthquake,5.8,1.7,,,reviewed,us,us
2016-04-20T08:35:10.620Z,0.7079,-80.0352,10,6,mwb,,78,1.651,1.43,us,us20005kb6,2022-05-03T17:44:58.596Z,"10 km N of Muisne, Ecuador",earthquake,6.9,1.8,0.042,54,reviewed,us,us
2016-04-20T08:33:47.330Z,0.639,-80.2104,14,6.2,mww,,48,1.804,0.83,us,us20005k37,2022-05-03T18:51:48.134Z,"21 km W of Muisne, Ecuador",earthquake,5.1,1.3,,,reviewed,us,us
2016-04-19T22:22:25.480Z,0.5783,-80.0247,11,5.6,mwb,,47,1.609,0.68,us,us20005jyu,2022-05-03T18:51:32.306Z,"3 km S of Muisne, Ecuador",earthquake,6,1.7,0.038,66,reviewed,us,us
2016-04-19T05:25:39.940Z,-55.7283,-27.2307,14,6.2,mww,,32,5.521,0.8,us,us20005jqc,2022-05-03T18:51:37.509Z,"South Sandwich Islands region",earthquake,9.3,1.7,,,reviewed,us,us
2016-04-18T11:38:38.680Z,-31.7266,-71.2874,42.04,5.2,mww,,79,0.576,1.09,us,us20005jgy,2022-05-03T17:44:32.997Z,"15 km SW of Illapel, Chile",earthquake,4.6,3.5,,,reviewed,us,us
2016-04-17T09:23:41.020Z,-0.2344,-80.6943,10,5.6,mwb,,45,2.212,1.06,us,us20005j6q,2022-05-03T17:44:26.288Z,"50 km NW of Bahía de Caráquez, Ecuador",earthquake,6.4,1.7,0.04,61,reviewed,us,us
2016-04-17T07:14:00.760Z,-0.3852,-80.2013,23.95,5.8,mww,,36,1.728,0.94,us,us20005j62,2022-05-03T17:44:25.150Z,"34 km NE of Bahía de Caráquez, Ecuador",earthquake,4,3.6,,,reviewed,us,us
2016-04-17T00:29:31.380Z,-0.2648,-80.4644,15.49,5.5,mb,,44,2.008,0.88,us,us20005j3i,2022-05-03T17:44:23.901Z,"near the coast of Ecuador",earthquake,6.3,3.5,0.041,205,reviewed,us,us
2016-04-16T23:58:36.980Z,0.3819,-79.9218,20.59,7.8,mww,,15,1.44,0.94,us,us20005j32,2022-05-03T17:44:22.746Z,"27 km SSE of Muisne, Ecuador",earthquake,5.7,3.2,,,reviewed,us,us
2016-04-14T09:38:44.100Z,-33.8833,-70.4192,110.52,5.1,mww,,35,0.179,0.83,us,us20005hz4,2016-11-10T22:15:14.277Z,"30 km ESE of Paine, Chile",earthquake,5.9,3.6,,,reviewed,us,us
2016-03-28T19:07:08.750Z,-56.2536,-27.6408,29.71,5.5,mwc,,58,5.429,1.07,us,us20005cxt,2022-05-03T17:43:31.424Z,"South Sandwich Islands region",earthquake,10,2.1,,,reviewed,us,gcmt
2016-03-19T10:24:45.110Z,11.8676,-88.7677,10,5.6,mww,,43,1.863,0.87,us,us20005azr,2022-05-03T19:08:27.393Z,"158 km S of Puerto El Triunfo, El Salvador",earthquake,6.4,1.7,,,reviewed,us,us
2016-03-14T07:26:40.610Z,-56.4283,-27.0089,84,5.6,mww,,22,5.818,0.89,us,us10004xbl,2022-05-03T17:43:05.586Z,"South Sandwich Islands region",earthquake,9.3,1.8,,,reviewed,us,us
