time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-26T05:23:51.514Z,8.4612,-82.754,32.58,6.2,mww,,42,0.337,1.12,us,us7000455l,2021-06-15T06:00:08.303Z,"4 km SE of Aserrío de Gariché, Panama",earthquake,6.1,4,0.031,100,reviewed,us,us
2019-06-20T01:23:26.346Z,-33.6324,-68.7592,150.19,5.4,mww,,91,1.067,0.95,us,us600043h2,2019-09-11T15:19:17.040Z,"66 km SSW of San Martín, Argentina",earthquake,7.4,6.3,0.071,19,reviewed,us,us
2019-06-14T00:19:12.401Z,-30.0557,-72.0819,11,6.4,mww,,30,0.727,0.87,us,us600040ja,2020-12-18T19:22:57.753Z,"72 km W of Coquimbo, Chile",earthquake,4.1,1.6,0.035,80,reviewed,us,us
2019-05-27T23:29:32.371Z,-56.3368,-27.7782,115.32,5.7,mww,,21,5.383,0.84,us,us60003sv9,2019-08-13T14:30:43.040Z,"South Sandwich Islands region",earthquake,8.6,3,0.056,31,reviewed,us,us
2019-05-26T07:41:15.073Z,-5.8119,-75.2697,122.57,8,mww,,17,3.18,0.84,us,us60003sc0,2022-03-12T15:43:53.492Z,"78 km NE of Navarro, Peru",earthquake,7,4,0.036,75,reviewed,us,us
2019-05-20T11:18:33.131Z,-31.4782,-70.0028,108,5.5,mww,,28,0.867,1.1,us,us70003nha,2021-02-08T02:59:04.650Z,"57 km WSW of Calingasta, Argentina",earthquake,5.8,1.8,0.068,21,reviewed,us,us
2019-05-16T16:22:17.474Z,12.6436,-87.8168,71.96,5.9,mww,,42,1.501,1.35,us,us70003m2q,2020-07-10T17:40:58.519Z,"41 km WSW of Jiquilillo, Nicaragua",earthquake,7.9,4.4,0.039,63,reviewed,us,us
2019-05-12T19:24:50.373Z,8.625,-82.8298,19,6,mww,,53,0.218,1.09,us,us70003k3p,2021-06-28T15:44:23.702Z,"1 km W of Breñón, Panama",earthquake,5,1.7,0.036,75,reviewed,us,us
2019-05-08T13:47:19.701Z,-15.7761,-75.0959,15.34,5.7,mww,,131,4.13,0.73,us,us70003ib5,2019-08-01T17:15:04.040Z,"46 km S of San Juan, Peru",earthquake,6.6,3,0.048,42,reviewed,us,us
2019-04-26T06:22:34.325Z,-25.8994,-71.0166,29,5.5,mww,,97,0.45,1.04,us,us70003cb3,2019-07-13T18:42:40.040Z,"76 km SW of Taltal, Chile",earthquake,4.5,1.8,0.052,36,reviewed,us,us
2019-04-24T18:57:32.294Z,-21.5388,-68.6221,145.71,5.3,mww,,85,0.63,1.41,us,us70003bi7,2019-07-13T18:42:37.040Z,"106 km NNE of Calama, Chile",earthquake,7.3,5.8,0.062,25,reviewed,us,us
2019-04-22T14:49:05.341Z,-56.2633,-27.3509,79,6,mww,,30,5.587,0.74,us,us70003a91,2019-06-26T20:55:14.040Z,"South Sandwich Islands region",earthquake,9.5,1.9,0.053,34,reviewed,us,us
2019-04-18T04:06:34.948Z,-29.3648,-71.5891,54,5.6,mww,,37,0.63,0.77,us,us700038b8,2020-07-10T17:38:42.520Z,"68 km NNW of La Serena, Chile",earthquake,5.3,1.9,0.066,22,reviewed,us,us
2019-04-07T15:45:08.095Z,-41.2892,-87.4826,7.09,5.7,mww,,58,10.268,0.92,us,us2000kbur,2019-06-18T15:50:45.040Z,"West Chile Rise",earthquake,10.3,3.5,0.033,87,reviewed,us,us
2019-04-07T10:52:41.093Z,-33.7588,-72.5153,10,5.6,mww,,66,0.757,0.85,us,us2000kbs5,2019-06-18T15:50:43.040Z,"86 km WSW of San Antonio, Chile",earthquake,2.7,1.8,0.055,32,reviewed,us,us
2019-04-05T18:46:42.673Z,1.4513,-85.2664,10,5.8,mww,,83,5.445,0.98,us,us2000kaxv,2019-06-18T15:50:27.040Z,"off the coast of Ecuador",earthquake,6.6,1.6,0.073,18,reviewed,us,us
2019-04-05T16:14:16.716Z,-55.9308,-27.8522,57,6.4,mww,,31,5.225,0.86,us,us2000kav9,2019-06-18T15:50:26.040Z,"South Sandwich Islands region",earthquake,8.5,1.8,0.047,44,reviewed,us,us
2019-03-31T15:27:57.880Z,-9.9668,-79.3227,29,5.5,mww,,153,2.959,0.63,us,us2000k80u,2019-06-08T20:51:27.040Z,"117 km WSW of Puerto Casma, Peru",earthquake,8.6,1.9,0.041,56,reviewed,us,us
2019-03-31T07:28:50.636Z,-1.9363,-80.7342,18.62,5.5,mww,,36,1.566,0.81,us,us2000k7w8,2020-07-10T17:27:20.846Z,"34 km NNE of Santa Elena, Ecuador",earthquake,3.5,3.2,0.066,22,reviewed,us,us
2019-03-31T07:04:04.795Z,-1.9446,-80.8101,18,6.2,mww,,36,1.635,0.83,us,us2000k7vu,2020-07-10T17:27:10.016Z,"31 km N of Santa Elena, Ecuador",earthquake,6.8,1.8,0.034,81,reviewed,us,us
2019-03-28T15:05:31.688Z,-24.598,-70.1015,45.54,5.4,mww,,46,0.276,1.15,us,us2000k6jm,2019-06-08T20:51:20.040Z,"97 km NNE of Taltal, Chile",earthquake,6,3.7,0.069,20,reviewed,us,us
2019-03-26T12:01:47.542Z,12.5488,-89.1992,8,5.5,mww,,41,1.845,0.91,us,us1000jlpq,2019-06-08T20:51:13.040Z,"104 km S of La Libertad, El Salvador",earthquake,5.9,1.7,0.034,83,reviewed,us,us
2019-03-23T19:21:17.998Z,4.5595,-76.223,122,6.1,mww,,20,1.916,1.09,us,us1000jkrq,2020-07-10T16:04:59.985Z,"3 km WSW of Versalles, Colombia",earthquake,5.4,1.8,0.057,30,reviewed,us,us
2019-03-23T12:35:24.336Z,7.5298,-37.0977,10,5.5,mww,,51,13.323,0.67,us,us1000jkns,2019-06-06T18:54:19.040Z,"central Mid-Atlantic Ridge",earthquake,5.1,1.8,0.056,31,reviewed,us,us
2019-03-15T05:03:50.060Z,-17.8744,-65.9072,359,6.3,mww,,23,2.648,0.95,us,us1000jg5z,2019-06-01T21:24:15.040Z,"31 km SSE of Tarata, Bolivia",earthquake,6.8,1.9,0.03,108,reviewed,us,us
2019-03-07T15:34:28.290Z,-29.4648,-72.6945,17,5.7,mww,,26,1.515,0.97,us,us1000jbws,2019-05-24T21:21:14.040Z,"141 km WNW of Coquimbo, Chile",earthquake,3.7,1.6,0.047,43,reviewed,us,us
2019-03-07T05:10:37.114Z,-38.5233,-68.8567,13.84,5,mww,,66,2.565,0.83,us,us1000jbq5,2021-02-06T20:47:16.077Z,"19 km SSW of Añelo, Argentina",earthquake,6.5,4.2,0.093,11,reviewed,us,us
2019-03-02T20:21:52.630Z,-33.6774,-72.5954,10.42,5.5,mww,,65,0.818,0.88,us,us1000j9yt,2019-05-14T18:36:17.040Z,"92 km W of San Antonio, Chile",earthquake,3.9,3,0.053,34,reviewed,us,us
2019-03-01T08:50:42.591Z,-14.7131,-70.1546,267,7,mww,,42,2.501,1.13,us,us1000j96d,2022-04-13T12:11:57.121Z,"22 km NNE of Azángaro, Peru",earthquake,7.6,1.9,0.033,87,reviewed,us,us
2019-03-01T00:13:29.230Z,-28.2499,-63.2866,577.65,5.5,mww,,24,5.375,0.94,us,us1000j91e,2019-05-14T18:36:14.040Z,"37 km SSE of Suncho Corral, Argentina",earthquake,8.5,4.1,0.047,43,reviewed,us,us
2019-02-25T15:05:33.178Z,4.2909,-32.6219,10,5.5,mww,,52,10.571,0.81,us,us2000jmvf,2019-05-11T17:40:52.040Z,"central Mid-Atlantic Ridge",earthquake,9.6,1.8,0.048,41,reviewed,us,us
2019-02-22T10:40:40.250Z,-2.2377,-79.7366,70.89,5.5,mb,,32,0.529,1.08,us,us2000jlh2,2020-07-10T17:26:22.050Z,"14 km ESE of Eloy Alfaro, Ecuador",earthquake,7.1,3.5,0.026,509,reviewed,us,us
2019-02-22T10:17:23.770Z,-2.1862,-77.0505,145,7.5,mww,,15,2.045,1.12,us,us2000jlfv,2020-07-07T22:52:36.277Z,"115 km ESE of Palora, Ecuador",earthquake,6.2,1.8,0.026,144,reviewed,us,us
2019-02-14T14:33:16.800Z,-12.1674,-74.3097,10,5.5,mww,,65,4.684,0.88,us,us2000jhyq,2020-07-10T17:25:44.406Z,"49 km NNE of Paucarbamba, Peru",earthquake,8.9,1.8,0.059,28,reviewed,us,us
2019-02-04T17:45:48.100Z,-2.4081,-79.8348,70,5.8,mww,,47,0.579,1.04,us,us2000jd8d,2020-07-10T17:24:48.532Z,"24 km SSE of Guayaquil, Ecuador",earthquake,7.2,1.5,0.04,61,reviewed,us,us
2019-02-02T17:55:38.800Z,-41.3352,-88.2731,10,5.5,mww,,42,10.728,0.91,us,us2000jcg3,2019-04-18T19:09:33.040Z,"West Chile Rise",earthquake,7.4,1.5,0.048,41,reviewed,us,us
2019-01-31T10:18:06.160Z,6.0698,-82.6268,10,5.4,mww,,144,2.707,1.35,us,us2000jb6k,2019-04-18T19:09:26.040Z,"218 km S of Punta de Burica, Panama",earthquake,8.1,1.9,0.05,38,reviewed,us,us
2019-01-30T07:44:45.250Z,-25.8985,-70.6676,51,5.6,mww,,41,0.256,1.34,us,us1000iryd,2019-04-18T19:09:22.040Z,"57 km SSW of Taltal, Chile",earthquake,6.2,1.8,0.051,37,reviewed,us,us
2019-01-29T23:35:00.470Z,-15.523,-72.3651,111.9,5.5,mww,,67,3.43,0.9,us,us1000iru6,2019-04-18T19:09:21.040Z,"20 km NNW of Ayo, Peru",earthquake,9.1,4.2,0.05,39,reviewed,us,us
2019-01-28T21:07:09.960Z,3.0835,-75.6461,13.06,5.5,mww,,73,1.49,1.13,us,us2000j9um,2020-07-10T17:23:31.467Z,"12 km S of Planadas, Colombia",earthquake,5.3,3.4,0.05,39,reviewed,us,us
2019-01-26T12:32:26.830Z,3.0345,-75.7383,10,5.6,mww,,67,1.444,0.82,us,us2000j967,2020-07-10T17:23:21.001Z,"13 km NW of Santa María, Colombia",earthquake,6.4,1.8,0.046,46,reviewed,us,us
2019-01-25T04:45:22.230Z,-14.5333,-75.3517,60.5,5.7,mww,,78,2.917,1.04,us,us2000j8n4,2020-07-10T17:23:09.234Z,"15 km WNW of Llipata, Peru",earthquake,7.7,1.9,0.047,43,reviewed,us,us
2019-01-20T01:32:52.480Z,-30.0404,-71.3815,63,6.7,mww,,22,0.173,1.47,us,us2000j6hy,2022-02-28T01:47:50.693Z,"10 km SSW of Coquimbo, Chile",earthquake,5.8,1.8,0.036,73,reviewed,us,us
2019-01-18T21:27:01.530Z,-3.2663,-76.818,103,5.7,mww,,25,2.562,0.72,us,us2000j63c,2019-04-05T21:41:00.040Z,"48 km WNW of Alianza Cristiana, Peru",earthquake,7,1.8,0.037,72,reviewed,us,us
2019-01-06T11:06:20.320Z,-15.1888,-70.8297,30.6,5,mb,,116,2.505,0.77,us,us2000j0ss,2021-10-20T17:34:48.672Z,"12 km SE of Ocuviri, Peru",earthquake,7.2,5.8,0.054,109,reviewed,us,us
2019-01-05T19:25:38.520Z,-8.144,-71.587,570.41,6.8,mww,,16,1.181,1.15,us,us2000j0ja,2019-03-08T17:50:16.040Z,"90 km W of Tarauacá, Brazil",earthquake,7.1,2.7,0.049,40,reviewed,us,us
2018-12-27T08:59:11.240Z,10.2636,-67.9035,8,5.4,mww,,58,1.318,0.65,us,us2000iy0q,2022-05-03T19:42:59.914Z,"5 km NW of Guacara, Venezuela",earthquake,5.7,1.8,0.045,47,reviewed,us,us
2018-12-11T02:26:29.420Z,-58.5446,-26.3856,133,7.1,mww,,20,7.043,0.92,us,us2000isc8,2022-05-03T19:41:07.127Z,"South Sandwich Islands region",earthquake,9.8,1.9,0.029,113,reviewed,us,us
2018-12-05T17:12:13.700Z,-33.6578,-71.6324,34.75,5,mww,,59,0.015,1.14,us,us1000i2xc,2022-05-03T19:40:57.833Z,"7 km SSW of San Antonio, Chile",earthquake,4.1,4.8,0.117,7,reviewed,us,us
2018-12-01T23:55:24.630Z,-33.9216,-72.401,10,5.5,mww,,47,0.706,0.8,us,us1000i02j,2022-05-03T19:58:25.886Z,"81 km WSW of San Antonio, Chile",earthquake,3.2,1.5,0.052,35,reviewed,us,us
2018-11-24T20:41:13.360Z,9.3095,-70.6681,18.92,5.2,mww,,22,0.424,0.78,us,us1000hw7f,2022-05-03T19:39:40.369Z,"7 km W of Valera, Venezuela",earthquake,5.5,3.2,0.046,45,reviewed,us,us
2018-11-23T10:51:58.580Z,-56.3023,-26.9882,76,5.6,mww,,46,5.792,0.85,us,us1000hvn9,2022-05-03T19:50:43.894Z,"",earthquake,8.6,1.8,0.066,22,reviewed,us,us
2018-11-20T06:38:06.930Z,-9.8483,-78.5753,57.44,5.4,mww,,66,2.701,1.23,us,us1000hub0,2020-07-10T16:00:33.560Z,"47 km SSW of Puerto Casma, Peru",earthquake,5.1,4,0.055,32,reviewed,us,us
2018-11-01T22:19:51.690Z,-19.5827,-69.2656,102,6.2,mww,,17,0.108,1.15,us,us2000i5mj,2022-05-03T19:37:18.108Z,"115 km NE of Iquique, Chile",earthquake,5.4,1.8,0.048,41,reviewed,us,us
2018-10-29T21:07:13.190Z,-57.5419,-66.1638,10,5.6,mww,,40,2.741,1,us,us1000hiqv,2022-05-03T19:50:29.807Z,"Drake Passage",earthquake,3.3,1.7,0.062,25,reviewed,us,us
2018-10-29T20:17:22.520Z,-57.5496,-66.304,10,5.8,mww,,14,2.726,1.05,us,us1000hip5,2022-05-03T19:41:37.668Z,"Drake Passage",earthquake,7.6,1.7,0.056,31,reviewed,us,us
2018-10-29T06:54:21.250Z,-57.434,-66.3834,10,6.3,mww,,13,2.603,0.79,us,us1000hied,2022-05-03T19:41:35.972Z,"Drake Passage",earthquake,6.8,1.7,0.037,72,reviewed,us,us
2018-10-27T08:11:15.900Z,-15.0278,-70.7928,19.81,4.5,mb,,114,3.352,1.2,us,us1000hhx1,2020-07-10T16:00:01.253Z,"15 km SSE of Cupi, Peru",earthquake,7.7,4.4,0.096,32,reviewed,us,us
2018-10-16T08:35:36.820Z,0.95,-28.2193,10,5.5,mww,,47,10.206,0.63,us,us1000hctj,2022-05-03T19:35:35.451Z,"central Mid-Atlantic Ridge",earthquake,9.1,1.8,0.042,55,reviewed,us,us
2018-10-15T12:58:54.900Z,-24.019,-67.007,157.77,4.7,mww,,41,1.511,1.31,us,us1000hcay,2018-12-21T22:27:01.040Z,"73 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.4,6.9,0.089,12,reviewed,us,us
2018-10-07T00:10:04.880Z,7.6608,-37.7083,10,5.8,mww,,41,13.52,0.7,us,us1000h8ar,2022-05-03T20:04:21.062Z,"central Mid-Atlantic Ridge",earthquake,9.6,1.8,0.062,25,reviewed,us,us
2018-09-07T02:39:17.950Z,-28.8696,-69.9459,93.13,5.8,mww,,23,0.289,0.97,us,us2000ha1k,2022-05-03T19:46:13.396Z,"85 km ESE of Vallenar, Chile",earthquake,5.8,3.4,0.045,48,reviewed,us,us
2018-09-07T02:12:06.280Z,-2.2532,-78.7903,110.5,6.2,mww,,26,1.541,0.95,us,us2000ha13,2022-05-03T20:03:40.275Z,"8 km SE of Alausí, Ecuador",earthquake,6.7,1.8,0.043,51,reviewed,us,us
2018-09-07T01:47:23.170Z,8.0543,-77.6026,10,5.4,mww,,24,2.47,0.66,us,us2000ha0n,2022-05-03T19:29:30.841Z,"3 km NNW of Boca de Cupé, Panama",earthquake,6.1,1.7,0.103,9,reviewed,us,us
2018-09-03T23:37:17.590Z,1.4387,-85.2615,10,5.9,mww,,70,5.444,0.64,us,us2000h7e0,2022-05-03T19:29:07.324Z,"off the coast of Ecuador",earthquake,4.6,1.7,0.038,65,reviewed,us,us
2018-08-24T09:04:08.250Z,-11.0355,-70.8284,630,7.1,mww,,12,3.77,0.99,us,us1000ggj4,2022-05-03T19:28:20.969Z,"136 km W of Iñapari, Peru",earthquake,9.1,1.9,0.055,32,reviewed,us,us
2018-08-22T13:27:48.490Z,10.6593,-62.9288,108,5.8,mww,,32,1.925,0.9,us,us1000gfc8,2022-05-03T19:28:01.349Z,"35 km E of Carúpano, Venezuela",earthquake,7.1,1.9,0.044,50,reviewed,us,us
2018-08-21T21:31:47.600Z,10.7731,-62.9019,146.82,7.3,mww,,15,1.822,1.1,us,us1000gez7,2022-03-08T19:23:40.101Z,"40 km ENE of Carúpano, Venezuela",earthquake,7.5,3.4,0.033,88,reviewed,us,us
2018-08-18T19:39:07.170Z,8.802,-77.2506,10,5.6,mww,,36,2.58,0.8,us,us1000gcek,2022-05-03T19:27:26.567Z,"23 km NE of Puerto Obaldía, Panama",earthquake,5.7,1.7,0.048,42,reviewed,us,us
2018-08-17T23:22:24.950Z,8.7791,-83.1527,15,6.1,mww,,37,0.459,1.12,us,us1000gc0k,2022-05-03T19:56:51.654Z,"19 km NNW of Golfito, Costa Rica",earthquake,6,1.7,0.052,36,reviewed,us,us
2018-08-07T15:53:59.180Z,6.7814,-72.9952,146.36,5.3,mww,,30,2.332,0.79,us,us1000g4v6,2018-10-17T18:11:56.040Z,"3 km NW of Cepitá, Colombia",earthquake,6.7,4.5,0.055,32,reviewed,us,us
2018-07-25T19:45:05.050Z,-56.0621,-27.6807,124.63,5.7,mww,,27,5.353,0.97,us,us2000gdsq,2022-05-03T19:45:50.192Z,"South Sandwich Islands region",earthquake,9.5,3.6,0.069,20,reviewed,us,us
2018-07-20T10:24:56.410Z,-28.027,-63.2284,579,5.6,mww,,34,5.517,0.91,us,us2000g9l7,2022-05-03T19:23:08.800Z,"22 km ESE of Suncho Corral, Argentina",earthquake,9.8,2,0.042,55,reviewed,us,us
2018-06-26T09:15:36.610Z,-0.6503,-90.8795,10,5.5,mww,,145,0.593,1.13,us,us1000f22r,2022-05-03T19:20:11.718Z,"35 km NNE of Puerto Villamil, Ecuador",earthquake,11.1,1.9,0.052,35,reviewed,us,us
2018-06-25T10:52:42.420Z,3.1336,-31.302,10,5.5,mww,,47,10.016,1.07,us,us1000f11c,2018-09-21T16:25:47.040Z,"central Mid-Atlantic Ridge",earthquake,10.2,1.9,0.048,42,reviewed,us,us
2018-06-21T16:08:03.320Z,-24.267,-67.0505,189,5.6,mww,,29,1.668,1.22,us,us1000exq6,2022-05-03T19:19:49.696Z,"74 km W of San Antonio de los Cobres, Argentina",earthquake,7.4,1.8,0.036,74,reviewed,us,us
2018-06-14T06:27:39.290Z,-45.8429,-76.3048,10,5.7,mww,,133,2.254,0.8,us,us1000er8i,2022-05-03T19:17:36.636Z,"Off the coast of Aisen, Chile",earthquake,8.4,1.7,0.073,18,reviewed,us,us
2018-06-12T09:35:25.480Z,1.0673,-77.2722,11.55,4.9,mwr,,42,0.621,1.06,us,us1000ep1l,2020-07-10T15:49:21.856Z,"13 km ESE of Tangua, Colombia",earthquake,4.8,3.3,0.098,10,reviewed,us,us
2018-05-24T23:11:47.170Z,0.8174,-29.54,10,5.6,mww,,40,9.16,0.72,us,us1000ebnj,2022-05-03T19:14:26.388Z,"central Mid-Atlantic Ridge",earthquake,8.1,1.8,0.052,36,reviewed,us,us
2018-05-23T05:44:43.810Z,7.4407,-36.2376,10,5.7,mww,,46,13.185,0.75,us,us1000eae9,2022-05-03T19:14:11.791Z,"central Mid-Atlantic Ridge",earthquake,10.2,1.8,0.063,24,reviewed,us,us
2018-05-22T13:36:19.270Z,0.497,-78.4272,33.37,5,mb,,116,0.316,0.93,us,us1000e9ww,2022-05-03T19:13:55.851Z,"28 km NW of Cotacachi, Ecuador",earthquake,5.5,1.3,0.034,276,reviewed,us,us
2018-05-14T18:14:47.390Z,-55.9159,-27.0565,10,5.5,mww,,26,5.656,1.16,us,us1000e4vp,2022-05-03T19:12:59.696Z,"South Sandwich Islands region",earthquake,6.2,1.6,0.083,14,reviewed,us,us
2018-04-27T08:44:49.740Z,10.2896,-67.9854,10,4.7,mwr,,56,2.107,0.84,us,us1000dt7f,2020-07-10T15:45:26.197Z,"13 km WNW of Guacara, Venezuela",earthquake,6.7,1.9,,,reviewed,us,car
2018-04-24T02:29:52.640Z,12.4928,-87.7466,47.28,5.6,mww,,56,0.709,0.92,us,us1000dr32,2022-05-03T19:56:31.935Z,"42 km SW of Jiquilillo, Nicaragua",earthquake,6,4,0.048,42,reviewed,us,us
2018-04-10T10:19:34.370Z,-31.0258,-71.5292,66,6.2,mww,,19,0.362,1,us,us2000dxfc,2022-05-03T19:10:03.948Z,"56 km SW of Ovalle, Chile",earthquake,4.8,1.8,0.044,50,reviewed,us,us
2018-04-09T00:20:55.560Z,-57.6588,-27.8989,245,5.6,mww,,24,5.889,0.8,us,us2000dwpi,2022-05-03T19:10:01.847Z,"South Sandwich Islands region",earthquake,9.2,1.9,0.068,21,reviewed,us,us
2018-04-05T11:12:10.600Z,-20.381,-70.5855,44,5.5,mww,,82,0.421,1.37,us,us2000dux6,2022-05-03T19:09:35.499Z,"49 km WSW of Iquique, Chile",earthquake,2,1.9,0.056,31,reviewed,us,us
2018-04-03T09:41:27.350Z,8.3459,-71.7188,10,4.9,mb,,19,1.198,0.71,us,us1000ddjg,2022-05-03T19:09:02.472Z,"30 km SSW of El Vigía, Venezuela",earthquake,6.6,1.8,0.024,525,reviewed,us,us
2018-04-02T13:40:34.840Z,-20.6588,-63.0058,559,6.8,mww,,16,5.32,0.99,us,us1000dce2,2022-05-03T19:08:58.878Z,"38 km SE of Boyuibe, Bolivia",earthquake,6.7,1.9,0.047,43,reviewed,us,us
2018-03-25T14:28:35.270Z,-26.7926,-63.3697,577.24,5.6,mww,,21,5.147,1.28,us,us1000d8vi,2022-05-03T18:50:44.950Z,"29 km NNW of El Hoyo, Argentina",earthquake,10.4,4.2,0.05,38,reviewed,us,us
2018-03-23T07:40:29.010Z,12.6529,-44.5694,10,5.6,mww,,32,10.942,0.68,us,us1000d7uw,2022-05-03T18:50:02.514Z,"northern Mid-Atlantic Ridge",earthquake,7.1,1.8,0.066,22,reviewed,us,us
2018-03-10T14:27:52.580Z,-56.3638,-27.8642,10,5.5,mww,,65,5.346,1.09,us,us1000d2ru,2022-05-03T18:49:29.688Z,"South Sandwich Islands region",earthquake,9.7,1.8,0.056,31,reviewed,us,us
2018-03-08T14:15:18.270Z,-43.9851,-81.8003,10,5.3,mww,,137,6.17,1.24,us,us1000d1fn,2018-06-08T05:12:15.040Z,"West Chile Rise",earthquake,9.2,1.9,0.046,45,reviewed,us,us
2018-02-08T21:19:24.820Z,-37.4387,-73.9794,4.3,5.6,mww,,45,0.934,1.04,us,us2000cz4c,2022-05-03T18:47:28.335Z,"34 km WNW of Lebu, Chile",earthquake,5.3,2.5,0.066,22,reviewed,us,us
2018-01-31T23:13:21.400Z,-1.7441,-77.672,20.54,5.2,mb,,29,1.222,0.65,us,us1000cdgu,2020-07-10T15:40:17.607Z,"32 km E of Palora, Ecuador",earthquake,4.8,3.7,0.042,192,reviewed,us,us
2018-01-31T16:37:05.510Z,7.2401,-79.6427,7,5.6,mww,,58,1.923,0.82,us,us2000crtj,2022-05-03T18:46:42.595Z,"53 km SE of Pedasí, Panama",earthquake,7,1.8,0.058,29,reviewed,us,us
2018-01-30T14:23:52.870Z,-15.8497,-74.6096,34,5.5,mww,,74,4.408,1.24,us,us2000cr9m,2022-05-03T18:46:40.028Z,"27 km WSW of Atiquipa, Peru",earthquake,7.6,1.8,0.056,31,reviewed,us,us
2018-01-27T21:45:12.340Z,7.2827,-79.6764,9.8,5.7,mww,,46,1.878,0.72,us,us2000cqgn,2022-05-03T18:46:21.477Z,"47 km SE of Pedasí, Panama",earthquake,6.2,3.1,0.061,26,reviewed,us,us
2018-01-21T01:06:42.710Z,-18.8806,-69.4445,116,6.3,mww,,15,0.545,1.41,us,us2000cm0f,2022-05-03T19:02:38.776Z,"100 km ESE of Arica, Chile",earthquake,6.4,1.8,0.047,44,reviewed,us,us
2018-01-16T15:03:53.300Z,10.9283,-86.3469,22,5.8,mww,,33,0.768,1.01,us,us2000cjyj,2022-05-03T18:45:16.241Z,"63 km SW of San Juan del Sur, Nicaragua",earthquake,4.1,1.8,0.048,41,reviewed,us,us
2018-01-14T09:18:45.540Z,-15.7675,-74.7092,39,7.1,mww,,23,4.29,1.2,us,us2000cjfy,2022-05-03T18:45:10.126Z,"37 km W of Atiquipa, Peru",earthquake,7,1.8,0.032,95,reviewed,us,us
2018-01-09T00:05:54.210Z,1.6755,-90.8224,10,5.8,mww,,151,2.394,1.02,us,us1000c2ax,2022-05-03T18:44:36.028Z,"273 km NNW of Puerto Ayora, Ecuador",earthquake,8.6,1.9,0.062,25,reviewed,us,us
2017-12-28T03:54:52.010Z,-24.8871,-70.2061,47.78,5.4,mww,,95,0.316,0.78,us,us1000bwzn,2022-05-03T18:43:54.031Z,"64 km NNE of Taltal, Chile",earthquake,5.4,3.3,0.048,42,reviewed,us,us
2017-12-16T14:37:59.880Z,0.9329,-27.7217,10,5.4,mww,,64,10.573,1.19,us,us2000c58g,2018-03-06T00:49:44.040Z,"central Mid-Atlantic Ridge",earthquake,5.6,1.9,0.089,12,reviewed,us,us
2017-12-11T19:00:56.850Z,-19.7083,-71.0591,12,5.5,mww,,94,1.036,1.31,us,us2000c2xt,2021-03-14T00:07:05.398Z,"110 km WNW of Iquique, Chile",earthquake,5.8,1.7,0.05,39,reviewed,us,us
2017-12-03T11:19:05.440Z,-0.47,-80.3101,17,6.1,mww,,47,1.763,1.04,us,us1000bkjh,2022-05-03T18:42:02.735Z,"18 km NE of Bahía de Caráquez, Ecuador",earthquake,5.6,1.7,0.045,48,reviewed,us,us
2017-11-29T06:29:06.970Z,-14.4095,-76.1594,16.87,5.7,mww,,96,2.497,1.25,us,us2000bvsl,2022-05-03T18:41:07.486Z,"54 km WSW of Santiago, Peru",earthquake,7.8,3.1,0.056,31,reviewed,us,us
2017-11-18T04:23:46.830Z,-2.9657,-79.707,35,5.5,mww,,59,0.669,1.15,us,us2000bqvz,2022-05-03T18:40:48.008Z,"13 km ESE of Baláo, Ecuador",earthquake,6.6,1.5,0.06,27,reviewed,us,us
2017-11-13T02:28:23.680Z,9.5147,-84.4865,19.36,6.5,mww,,37,0.225,1.25,us,us2000bmhe,2022-05-03T15:28:10.993Z,"18 km W of Parrita, Costa Rica",earthquake,5,2.6,0.05,38,reviewed,us,us
2017-11-10T12:01:33.950Z,-41.4667,-84.1899,10,5.8,mww,,26,7.922,1.11,us,us2000bldw,2022-05-03T19:27:21.125Z,"West Chile Rise",earthquake,7.8,1.4,0.045,48,reviewed,us,us
2017-11-05T15:00:24.360Z,11.6719,-61.1784,47.22,5.5,mww,,120,0.652,0.82,us,us2000bivm,2022-05-03T18:39:50.857Z,"67 km SE of Saint David’s, Grenada",earthquake,6.6,3.6,0.068,21,reviewed,us,us
2017-10-30T17:12:06.590Z,-10.756,-74.6931,101.08,5.4,mww,,47,2.437,0.98,us,us1000ayky,2022-05-03T18:39:32.663Z,"27 km NE of Santa Rosa, Peru",earthquake,7,4.2,0.063,24,reviewed,us,us
2017-10-12T18:59:09.030Z,-30.9939,-65.6186,165.65,5.5,mww,,19,2.323,1.1,us,us1000aqwn,2022-05-03T19:41:13.394Z,"45 km SSW of Serrezuela, Argentina",earthquake,7,4,0.056,31,reviewed,us,us
2017-10-10T06:32:21.170Z,-18.5715,-69.7526,85,6.3,mww,,23,0.33,1.39,us,us2000b3dm,2022-05-03T20:02:12.676Z,"58 km E of Arica, Chile",earthquake,6,1.8,0.054,33,reviewed,us,us
2017-10-05T08:11:36.970Z,-22.3793,-68.5172,110.18,5.5,mww,,32,0.432,1.04,us,us2000b1c3,2022-05-03T18:38:33.921Z,"42 km ENE of Calama, Chile",earthquake,4.6,3.1,0.078,16,reviewed,us,us
